"study_id","year","keywords","reference","abstract"
"schmelz2011chimpanzees",2011,"social cognition, competition, theory of mind","Schmelz, M., Call, J., & Tomasello, M. (2011). Chimpanzees know that others make inferences. Proceedings of the National Academy of Sciences of the United States of America, 108(7), 3077-3079. doi:10.1073/pnas.1000469108.","If chimpanzees are faced with two opaque boards on a table, in the context of searching for a single piece of food, they do not choose the board lying flat (because if food was under there it would not be lying flat) but, rather, they choose the slanted one- presumably inferring that some unperceived food underneath is causing the slant. Here we demonstrate that chimpanzees know that other chimpanzees in the same situation will make a similar inference. In a back-and-forth foraging game, when their competitor had chosen before them, chimpanzees tended to avoid the slanted board on the assumption that the competitor had already chosen it. Chimpanzees can determine the inferences that a conspecific is likely to make and then adjust their competitive strategies accordingly."
"schmelz2013chimpanzees",2013,"theory of mind, competition, preference, social cognition, chimpanzee","Schmelz, M., Call, J., & Tomasello, M. (2013). Chimpanzees predict that a competitor’s preference will match their own. Biology Letters, 9(1): 20120829. doi:10.1098/rsbl.2012.0829.","The ability to predict how another individual will behave is useful in social competition. Chimpanzees can predict the behaviour of another based on what they observe her to see, hear, know and infer. Here we show that chimpanzees act on the assumption that others have preferences that match their own. All subjects began with a preference for a box with a picture of food over one with a picture of nothing, even though the pictures had no causal relation to the contents. In a back-and-forth food competition, chimpanzees then avoided the box with the picture of food when their competitor had chosen one of the boxes before them-presumably on the assumption that the competitor shared their own preference for it and had already chosen it. Chimpanzees predicted that their competitor's preference would match their own and adjusted their behavioural strategies accordingly."
"schmelz2017chimpanzees",2017,"cooperation, prosociality, chimpanzees, reciprocity","Schmelz, M. *., Grueneisen, S. *., Kabalak, A., Jost, J., & Tomasello, M. (2017). Chimpanzees return favors at a personal cost. Proceedings of the National Academy of Sciences of the United States of America, 114(28), 7462-7467. doi:10.1073/pnas.1700351114.","Humans regularly provide others with resources at a personal cost to themselves. Chimpanzees engage in some cooperative behaviors in the wild as well, but their motivational underpinnings are unclear. In three experiments, chimpanzees (Pan troglodytes) always chose between an option delivering food both to themselves and a partner and one delivering food only to themselves. In one condition, a conspecific partner had just previously taken a personal risk to make this choice available. In another condition, no assistance from the partner preceded the subject's decision. Chimpanzees made significantly more prosocial choices after receiving their partner's assistance than when no assistance was given (experiment 1) and, crucially, this was the case even when choosing the prosocial option was materially costly for the subject (experiment 2). Moreover, subjects appeared sensitive to the risk of their partner's assistance and chose prosocially more often when their partner risked losing food by helping (experiment 3). These findings demonstrate experimentally that chimpanzees are willing to incur a material cost to deliver rewards to a conspecific, but only if that conspecific previously assisted them, and particularly when this assistance was risky. Some key motivations involved in human cooperation thus may have deeper phylogenetic roots than previously suspected."
"schmelz2020psychological",2020,"cooperation, prosocial behavior, chimpanzees, reciprocity, proximate","Schmelz, M., Grüneisen, S., & Tomasello, M. (2020). The psychological mechanisms underlying reciprocal prosociality in chimpanzees (Pan troglodytes). Journal of Comparative Psychology, 134(2), 149-157. doi:10.1037/com0000200.","In both the wild and captivity, chimpanzees engage in reciprocal patterns of prosocial behavior. However, the proximate mechanisms underlying these patterns are unclear. In the current study, we investigated whether chimpanzees prefer to act prosocially toward conspecifics who have directly benefited them (perhaps based on an affective bond) or whether they simply observe the prosocial behavior of others in general (including indirectly to third parties) and preferentially interact with and behave prosocially toward the most prosocial individuals. We found good evidence for direct reciprocity but little evidence for a general (indirect) preference for prosocial individuals. These results suggest that cooperative reciprocity in chimpanzees may be based mostly on social-affective processes and direct interactions."
"schmid2017great",2017,,"Schmid, B., Karg, K., Perner, J., & Tomasello, M. (2017). Great apes are sensitive to prior reliability of an informant in a gaze following task. PLoS One, 12(11): e0187451. doi:10.1371/journal.pone.0187451.","Social animals frequently rely on information from other individuals. This can be costly in case the other individual is mistaken or even deceptive. Human infants below 4 years of age show proficiency in their reliance on differently reliable informants. They can infer the reliability of an informant from few interactions and use that assessment in later interactions with the same informant in a different context. To explore whether great apes share that ability, in our study we confronted great apes with a reliable or unreliable informant in an object choice task, to see whether that would in a subsequent task affect their gaze following behaviour in response to the same informant. In our study, prior reliability of the informant and habituation during the gaze following task affected both great apes’ automatic gaze following response and their more deliberate response of gaze following behind barriers. As habituation is very context specific, it is unlikely that habituation in the reliability task affected the gaze following task. Rather it seems that apes employ a reliability tracking strategy that results in a general avoidance of additional information from an unreliable informant."
"schmitt2013monkeys",2013,"Great apes, Baboons, Macaques, Humans, Cognition, Brain size","Schmitt, V., Kroeger, I., Zinner, D., Call, J., & Fischer, J. (2013). Monkeys perform as well as apes and humans in a size discrimination task. Animal Cognition, 16(5), 829-838. doi:10.1007/s10071-013-0616-0.","Whether the cognitive competences of monkeys and apes are rather similar or whether the larger-brained apes outperform monkeys in cognitive experiments is a highly debated topic. Direct comparative analyses are therefore essential to examine similarities and differences among species. We here compared six primate species, including humans, chimpanzees, bonobos, gorillas (great apes), olive baboons, and long-tailed macaques (Old World monkeys) in a task on fine-grained size discrimination. Except for gorillas, subjects of all taxa (i.e. humans, apes, and monkeys) were able to discriminate three-dimensional cubes with a volume difference of only 10 % (i.e. cubes of 50 and 48 mm side length) and performed only slightly worse when the cubes were presented successively. The minimal size discriminated declined further with increasing time delay between presentations of the cubes, highlighting the difficulty to memorize exact size differences. The results suggest that differences in brain size, as a proxy for general cognitive abilities, did not account for variation in performance, but that differential socio-ecological pressures may better explain species differences. Our study highlights the fact that differences in cognitive abilities do not always map neatly onto phylogenetic relationships and that in a number of cognitive experiments monkeys do not fare significantly worse than apes, casting doubt on the assumption that larger brains per se confer an advantage in such kinds of tests."
"seed2012chimpanzee",2012,"chimpanzees, tool-use, representation, executive function","Seed, A., Seddon, E., Greene, B., & Call, J. (2012). Chimpanzee 'folk physics': bringing failures into focus. Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences, 367(1603), 2743-2752. doi:10.1098/rstb.2012.0222.","Differences between individuals are the raw material from which theories of the evolution and ontogeny of cognition are built. For example, when 4-year-old children pass a test requiring them to communicate the content of another's falsely held belief, while 3-year-olds fail, we know that something must change over the course of the third year of life. In the search for what develops or evolves, the typical route is to probe the extents and limits of successful individuals' ability. Another is to focus on those that failed, and find out what difference or lack prevented them from passing the task. Recent research in developmental psychology has harnessed individual differences to illuminate the cognitive mechanisms that emerge to enable success. We apply this approach to explaining some of the failures made by chimpanzees when using tools to solve problems. Twelve of 16 chimpanzees failed to discriminate between a complete and a broken tool when, after being set down, the ends of the broken one were aligned in front of them. There was a correlation between performance on this aligned task and another in which after being set down, the centre of both tools was covered, suggesting that the limiting factor was not the representation of connection, but memory or attention. Some chimpanzees that passed the aligned task passed a task in which the location of the broken tool was never visible but had to be inferred."
"suda2004piagetian",2004,,"Suda, C., & Call, J. (2004). Piagetian Liquid Conservation in the Great Apes (Pan paniscus, Pan troglodytes, and Pongo pygmaeus). Journal of Comparative Psychology, 118(3), 265-279. doi:10.1037/0735-7036.118.3.265. ","An understanding of Piagetian liquid conservation was investigated in 4 bonobos (Pan paniscus), 5 chimpanzees (Pan troglodytes), and 5 orangutans (Pongo pygmaeus). The apes were tested in the ability to track the larger of 2 quantities of juice that had undergone various kinds of transformations. The accuracy of the apes' judgment depended on the shape or number of containers into which the larger quantity was transferred. The apes made their choice mainly on the basis of visual estimation but showed modest success when the quantities were occluded. The results suggest that the apes rely to a greater extent on visual information, although they might have some appreciation of the constancy of liquid quantities."
"suda2005piagetian",2005,"Piagetian conservation, Apes, Discreteness of stimuli","Suda, C., & Call, J. (2005). Piagetian conservation of discrete quantities in bonobos (Pan paniscus), chimpanzees (Pan troglodytes), and orangutans (Pongo pygmaeus). Animal Cognition, 8(4), 220-235. doi:10.1007/s10071-004-0247-6. ","This study investigated whether physical discreteness helps apes to understand the concept of Piagetian conservation (i.e. the invariance of quantities). Subjects were four bonobos, three chimpanzees, and five orangutans. Apes were tested on their ability to conserve discrete/continuous quantities in an over-conservation procedure in which two unequal quantities of edible rewards underwent various transformations in front of subjects. Subjects were examined to determine whether they could track the larger quantity of reward after the transformation. Comparison between the two types of conservation revealed that tests with bonobos supported the discreteness hypothesis. Bonobos, but neither chimpanzees nor orangutans, performed significantly better with discrete quantities than with continuous ones. The results suggest that at least bonobos could benefit from the discreteness of stimuli in their acquisition of conservation skills."
"suda2006what",2006,"Hesitation, Cognitive conflict, Intermediate success","Suda, C., & Call, J. (2006). What does an intermediate success rate mean? An analysis of a Piagetian liquid conservation task in the great apes. Cognition, 99(1), 53-71. doi:10.1016/j.cognition.2005.01.005. ","The study investigates what an intermediate success rate means in bonobos, chimpanzees, and orangutans. Apes participated in liquid conservation experiments where they had to track the larger of two different quantities of juice after various kinds of transformations [Suda, C., & Call, J. (2004). Piagetian liquid conservation in the great apes (Pan paniscus, Pan troglodytes, and Pongo pygmaeus). Journal of Comparative Psychology, 118, 265-279). When making a decision, apes sometimes demonstrated hesitant behavior, concurrently pointing to both alternatives or successively changing their choice. Moderately successful apes showed more hesitation than highly successful or unsuccessful apes. The results are consistent with the cognitive conflict model: The experiments created a higher degree of cognitive conflict on moderately successful apes than on very successful or unsuccessful apes. This indicates that an intermediate performance reflects the joint operation and potential conflict between two different cognitive strategies (identity and appearance) inherent to the Piagetian conservation task."
"tauzin2020context",2020,,"Tauzin, T., Bohn, M., Gergely, G., & Call, J. (2020). Context-sensitive adjustment of pointing in great apes. Scientific Reports, 10: 1048. doi:10.1038/s41598-019-56183-7.","Great apes are able to request objects from humans by pointing. It is unclear, however, whether this is an associated response to a certain set of cues (e.g. the presence and attention of a human addressee) or a communicative signal which can be adjusted to relevant aspects of the spatial and social context. In three experiments, we tested captive great apes' flexible use of pointing gestures. We manipulated the communicative context so that the default pointing response of apes would have indicated an undesired object, either due to 1) the spatial arrangements of the target objects, 2) the perspective of the addressee or 3) the knowledge of the addressee about the target objects' location. The results of the three experiments indicate that great apes can successfully adjust their pointing to the spatial configuration of the referent environment such as distance and location of food. However, we found no evidence that they take the perspective or the knowledge of the addressee into account when doing so. This implies that pointing in great apes is a context-sensitive, but maybe less versatile, communicative signal compared to human pointing."
"tempelmann2013apes",2013,"pointing, referential communication, great apes, triadic communication, indexical reference, evolution of communication","Tempelmann, S., Kaminski, J., & Liebal, K. (2013). When apes point the finger: Three great ape species fail to use a conspecific’s imperative pointing gesture. Interaction studies, 14(1), 7-23. doi:10.1075/is.14.1.02tem.","In contrast to apes' seemingly sophisticated skill at producing pointing gestures referentially, the comprehension of other individual's pointing gestures as a source of indexical information seems to be less pronounced.One reason for apes' difficulty at comprehending pointing gestures might be that in former studies they were mainly confronted with human declarative pointing gestures, whereas apes have largely been shown to point imperatively and towards humans. In the present study bonobos, chimpanzees and orangutans were confronted with a conspecific's imperative pointing gesture in a competitive context, therefore mirroring former studies that have investigated apes' skills at producing these gestures.However, apes in the present study did not use their conspecific's pointing gestures. Apes have been shown to use indexical information when provided noncommunicatively and to interpret other individuals' actions in terms of motives. Thus, it is discussed whether apes treat a pointing gesture as intentional act of indexical reference."
"tennie2006push",2006,,"Tennie, C., & Call, J. (2006). Push or pull: emulation versus imitation in great apes and human children. Ethology, 112(12), 1159-1169. doi:10.1111/j.1439-0310.2006.01269.x.","All four species of great apes and young human children (12–24 mo of age) were administered an imitation task designed to distinguish between results learning (emulation) and action learning (imitation). Some subjects were exposed to a demonstrator either pushing or pulling a door to open a box, whereas others simply saw the door of the box opening itself in one of the two directions (the ghost control). Most of the apes successfully opened the box in both experimental conditions, as well as in a baseline condition, but without being influenced either by the demonstrator's actions or by the door's motions. In contrast, human children over 12 mo of age were influenced by the demonstration: the 18-mo-olds were influenced by the demonstrator's actions, and the 24-mo-olds were influenced both by the demonstrator's actions and by the door's motions in the ghost control. These results provide support for the hypothesis that human children have a greater propensity than great apes for focusing either on a demonstrator's action or on the result of their action, as needed, in social learning situations."
"tennie2009ratcheting",2009,"cumulative culture, ratchet effect, imitation, emulation, zone of latent solutions, teaching","Tennie, C., Call, J., & Tomasello, M. (2009). Ratcheting up the ratchet: on the evolution of cumulative culture. Philosophical Transactions of the Royal Society B, 364(1528), 2405-2415. doi:10.1098/rstb.2009.0052.","Some researchers have claimed that chimpanzee and human culture rest on homologous cognitive and learning mechanisms. While clearly there are some homologous mechanisms, we argue here that there are some different mechanisms at work as well. Chimpanzee cultural traditions represent behavioural biases of different populations, all within the species’ existing cognitive repertoire (what we call the ‘zone of latent solutions’) that are generated by founder effects, individual learning and mostly product-oriented (rather than process-oriented) copying. Human culture, in contrast, has the distinctive characteristic that it accumulates modifications over time (what we call the ‘ratchet effect’). This difference results from the facts that (i) human social learning is more oriented towards process than product and (ii) unique forms of human cooperation lead to active teaching, social motivations for conformity and normative sanctions against non-conformity. Together, these unique processes of social learning and cooperation lead to humans’ unique form of cumulative cultural evolution."
"tennie2010evidence",2010,,"Tennie, C., Call, J., & Tomasello, M. (2010). Evidence for emulation in chimpanzees in social settings using the floating peanut task. PLoS ONE, 5(5): e10544. doi:10.1371/journal.pone.0010544.","Background: It is still unclear which observational learning mechanisms underlie the transmission of difficult problem-solving skills in chimpanzees. In particular, two different mechanisms have been proposed: imitation and emulation. Previous studies have largely failed to control for social factors when these mechanisms were targeted., Methods: In an attempt to resolve the existing discrepancies, we adopted the 'floating peanut task', in which subjects need to spit water into a tube until it is sufficiently full for floating peanuts to be grasped. In a previous study only a few chimpanzees were able to invent the necessary solution (and they either did so in their first trials or never). Here we compared success levels in baseline tests with two experimental conditions that followed: 1) A full model condition to test whether social demonstrations would be effective, and 2) A social emulation control condition, in which a human experimenter poured water from a bottle into the tube, to test whether results information alone (present in both experimental conditions) would also induce successes. Crucially, we controlled for social factors in both experimental conditions. Both types of demonstrations significantly increased successful spitting, with no differences between demonstration types. We also found that younger subjects were more likely to succeed than older ones. Our analysis showed that mere order effects could not explain our results., Conclusion: The full demonstration condition (which potentially offers additional information to observers, in the form of actions), induced no more successes than the emulation condition. Hence, emulation learning could explain the success in both conditions. This finding has broad implications for the interpretation of chimpanzee traditions, for which emulation learning may perhaps suffice."
"tennie2010two",2010,"Imitation, Emulation, Observational learning, Two-action task","Tennie, C., Greve, K., Gretscher, H., & Call, J. (2010). Two-year-old children copy more reliably and more often than nonhuman great apes in multiple observational learning tasks. Primates, 51(4), 337-351. doi:10.1007/s10329-010-0208-4.","Individuals observing a proficient model can potentially benefit by copying at least one of the following three elements: motor movements (i.e., actions), goals, and results. Although several studies have investigated this issue in human infants, there are still very few studies that have systematically examined great apes’ ability to spontaneously copy each of these three elements (particularly in comparison with human infants). We tested great apes and human children with eight two-target puzzle boxes—with varying levels of difficulty—to isolate the aspects that the various species may be more prone to copying. We found first trial evidence for observational learning of actions, goals, and results in children. Some copying was found for apes as well, but only if their performance was averaged across trials."
"tennie2019chimpanzees",2019,"Causal cognition, Social learning, Chimpanzees, Action representation, Simultaneous conditioning, Primate cognition","Tennie, C., Völter, C. J., Vonau, V., Hanus, D., Call, J., & Tomasello, M. (2019). Chimpanzees use observed temporal directionality to learn novel causal relations (advance online). Primates. doi:10.1007/s10329-019-00754-9.","We investigated whether chimpanzees use the temporal sequence of external events to determine causation. Seventeen chimpanzees (Pan troglodytes) witnessed a human experimenter press a button in two different conditions. When she pressed the “causal button” the delivery of juice and a sound immediately followed (cause-then-effect). In contrast, she pressed the “non-causal button” only after the delivery of juice and sound (effect-then-cause). When given the opportunity to produce the desired juice delivery themselves, the chimpanzees preferentially pressed the causal button, i.e., the one that preceded the effect. Importantly, they did so in their first test trial and even though both buttons were equally associated with juice delivery. This outcome suggests that chimpanzees, like human children, do not rely solely on their own actions to make use of novel causal relations, but they can learn causal sequences based on observation alone. We discuss these findings in relation to the literature on causal inferences as well as associative learning."
"uher2008coherence",2008,"behaviour prediction, bonobo, bottom-up approach, chimpanzee, gorilla, individual differences, orang-utan, personality, traits","Uher, J., Asendorpf, J. B., & Call, J. (2008). Personality in the behaviour of great apes: temporal stability, cross-situational consistency and coherence in response. Animal Behaviour, 75(1), 99-112. doi:10.1016/j.anbehav.2007.04.018.","Using a multidisciplinary approach, the present study complements ethological behaviour measurements with basic theoretical concepts, methods, and approaches of the personality psychological trait paradigm. Its adoptability and usefulness for animal studies is tested exemplarily on a sample of 20 zoo-housed great apes (five of each species), bonobos (Pan paniscus), chimpanzees (Pan troglodytes verus), gorillas (Gorilla gorilla gorilla), and orangutans (Pongo pygmaeus abelii). Data on 76 single trait-relevant behaviours were recorded in a series of 14 laboratory based situations and in two different free behaviour situations. Data collection was repeated completely after a timeout of two weeks within a 60-day period. All behaviour records were sufficiently reliable. Individual- and variable-oriented analyses showed high/substantial temporal stability on different levels of aggregation. Distinctive and stable individual situational and response profiles clarified the importance of situations and of multiple trait-relevant behaviours. The present study calls for a closer collaboration between personality psychologists and behavioural biologists to tap the full potential of animal personality research."
"uher2008great",2008,"inhibition, perseveration, quantity discrimination, relative numerousness, reversal learning","Uher, J., & Call, J. (2008). How the Great Apes (Pan troglodytes, Pongo pygmaeus, Pan paniscus, Gorilla gorilla) Perform on the Reversed Reward Contingency Task II: Transfer to New Quantities, Long-Term Retention, and the Impact of Quantity Ratios. Journal of Comparative Psychology, 122(2), 204-212. doi:10.1037/0735-7036.122.2.204.","We tested 6 chimpanzees (Pan troglodytes), 3 orangutans (Pongo pygmaeus), 4 bonobos (Pan paniscus), and 2 gorillas (Gorilla gorilla) in the reversed reward contingency task. Individuals were presented with pairs of quantities ranging between 0 and 6 food items. Prior to testing, some experienced apes had solved this task using 2 quantities while others were totally naive. Experienced apes transferred their ability to multiple-novel pairs after 6 to 19 months had elapsed since their initial testing. Two out of 6 naive apes (1 chimpanzee, 1 bonobo) solved the task—a proportion comparable to that of a previous study using 2 pairs of quantities. Their acquisition speed was also comparable to the successful subjects from that study. The ratio between quantities explained a large portion of the variance but affected naive and experienced individuals differently. For smaller ratios, naive individuals were well below 50% correct and experienced ones were well above 50%, yet both groups tended to converge toward 50% for larger ratios. Thus, some apes require no procedural modifications to overcome their strong bias for selecting the larger of 2 quantities."
"uher2008personality",2008,"Behavior prediction, Bonobo, Bottom-up approach, Chimpanzee, Construct validation, Gorilla, Orangutan, Personality, Rating, Traits","Uher, J., & Asendorpf, J. B. (2008). Personality assessment in the Great Apes: Comparing ecologically valid behavior measures, behavior ratings, and adjective ratings. Journal of Research in Personality, 42(4), 821-838. doi:10.1016/j.jrp.2007.10.004.","Three methods of personality assessment (behavior measures, behavior ratings, adjective ratings) were compared in 20 zoo-housed Great Apes: bonobos (Pan paniscus), chimpanzees (Pan troglodytes verus), gorillas (Gorilla gorilla gorilla), and orangutans (Pongo pygmaeus abelii). To test a new bottom-up approach, the studied trait constructs were systematically generated from the species’ behavioral repertoires. The assessments were reliable, temporally stable, and showed substantial cross-method coherence. In most traits, behavior ratings mediated the relations between adjective ratings and behavior measures. Results suggest that high predictability of manifest behavior is best achieved by behavior ratings, not by adjectives. Empirical evidence for trait constructs beyond current personality models points to the necessity of broad and systematic approaches for valid inferences on a species’ personality structure."
"vlamings2006great",2006,"inhibition, perseveration, problem solving","Vlamings, P., Uher, J., & Call, J. (2006). How the Great apes (Pan troglodytes Pongo pygmaeus, Pan paniscus and Gorilla gorilla) perform on the reversed contingency task: the effects of food quantity and food visibility. Journal of Experimental Psychology: Animal Behavior Processes, 32(1), 60-70. doi:10.1037/0097-7403.32.1.60.","S. T. Boysen and G. G. Berntson (1995) found that chimpanzees performed poorly on a reversed contingency task in which they had to point to the smaller of 2 food quantities to acquire the larger quantity. The authors compared the performance of 4 great ape species (Pan troglodytes, Pongo pygmaeus, Pan paniscus, and Gorilla gorilla) on the reversed contingency task while manipulating food quantity (0-4 or 1-4) and food visibility (visible pairs or covered pairs). Results showed no systematic species differences but large individual differences. Some individuals of each species were able to solve the reversed contingency task. Both quantity and visibility of the food items had a significant effect on performance. Subjects performed better when the disparity between quantities was smaller and the quantities were not directly visible."
"volter2012problem",2012,"Problem solving, Causal cognition, Puzzle box, Perceptual-motor feedback","Völter, C., & Call, J. (2012). Problem solving in great apes (Pan paniscus, Pan troglodytes, Gorilla gorilla, and Pongo abelii): the effect of visual feedback. Animal Cognition, 15(5), 923-936. doi:10.1007/s10071-012-0519-5.","What kind of information animals use when solving problems is a controversial topic. Previous research suggests that, in some situations, great apes prefer to use causally relevant cues over arbitrary ones. To further examine to what extent great apes are able to use information about causal relations, we presented three different puzzle box problems to the four nonhuman great ape species. Of primary interest here was a comparison between one group of apes that received visual access to the functional mechanisms of the puzzle boxes and one group that did not. Apes’ performance in the first two, less complex puzzle boxes revealed that they are able to solve such problems by means of trial-and-error learning, requiring no information about the causal structure of the problem. However, visual inspection of the functional mechanisms of the puzzle boxes reduced the amount of time needed to solve the problems. In the case of the most complex problem, which required the use of a crank, visual feedback about what happened when the handle of the crank was turned was necessary for the apes to solve the task. Once the solution was acquired, however, visual feedback was no longer required. We conclude that visual feedback about the consequences of their actions helps great apes to solve complex problems. As the crank task matches the basic requirements of vertical string pulling in birds, the present results are discussed in light of recent findings with corvids."
"volter2014cognitive",2014,"primate cognition, tool use, dual task, causality, planning","Völter, C. J., & Call, J. (2014). The cognitive underpinnings of flexible tool use in great apes. Journal of Experimental Psychology: Animal Learning and Cognition, 40(3), 287-302. doi:10.1037/xan0000025.","Nonhuman primates perform poorly in trap tasks, a benchmark test of causal knowledge in nonhuman animals. However, recent evidence suggests that when the confound of tool use is avoided, great apes’ performance improves dramatically. In the present study, we examined the cognitive underpinnings of tool use that contribute to apes’ poor performance in trap tasks. We presented chimpanzees (Pan troglodytes), bonobos (Pan paniscus), and orangutans (Pongo abelii) with different versions of a maze-like multilevel trap task. We manipulated whether the apes had to use their fingers or a stick to negotiate a reward through the maze. Furthermore, we varied whether the apes obtained visual information about the functionality of the traps (i.e., blockage of free passage) or only arbitrary color stimuli indicating the location of the traps. We found that (a) apes in the finger-maze task outperformed apes in the tool-use-maze task (and partially planned their moves multiple steps ahead), and (b) tool-using apes failed to learn to avoid the traps and performed similar to apes that did not obtain functional information about the traps. Follow-up experiments with apes that already learned to avoid the traps showed that tool use or the color cues per se did not pose a problem for experienced apes. These results suggest that simultaneously monitoring 2 spatial relations (the tool-reward and reward-surface relation) might overstrain apes’ cognitive system. Thus, trap tasks involving tool use might constitute a dual task loading on the same cognitive resources; a candidate for these shared resources is the attentional system."
"volter2014great",2014,"primates, cognition, causality, diagnostic reasoning","Völter, C. J., & Call, J. (2014). Great apes (Pan paniscus, Pan troglodytes, Gorilla gorilla, Pongo abelii) follow visual trails to locate hidden food. Journal of Comparative Psychology, 128(2), 199-208. doi:10.1037/a0035434.","Whether nonhuman primates understand causal relations beyond mere associations is still a matter of debate. We presented all four species of nonhuman great apes (N = 36) with a choice between 2 opaque, upside down cups after displacing them out of sight from their starting positions. Crucially, 1 of them had left a yogurt trail behind it. Great apes spontaneously used the trail to select the yogurt baited cup. Follow-up experiments demonstrated that chimpanzees distinguished trails based on the temporal order of cause and effect by ignoring trails that were already present before the reward was hidden. Additionally, chimpanzees did not select cups based on the amount of yogurt near them but instead preferred cups that signaled the endpoint of the trail. We conclude that apes’ choices reveal sensitivity to a causal relation between cause (reward) and effect (trail) including their temporal order. (PsycINFO Database Record (c) 2016 APA, all rights reserved)"
"volter2014younger",2014,"Primates, Planning, Problem solving, Executive functions, Aging, Inhibitory control","Völter, C. J., & Call, J. (2014). Younger apes and human children plan their moves in a maze task. Cognition, 130(2), 186-203. doi:10.1016/j.cognition.2013.10.007.","Planning defined as the predetermination of a sequence of actions towards some goal is crucial for complex problem solving. To shed light on the evolution of executive functions, we investigated the ontogenetic and phylogenetic origins of planning. Therefore, we presented all four great apes species (N = 12) as well as 4- and 5-year-old human preschoolers (N = 24) with a vertical maze task. To gain a reward placed on the uppermost level of the maze, subjects had to move the reward to the bottom through open gaps situated at each level of the maze. In total, there were ten gaps located over three of the maze’s levels, and free passage through these gaps could be flexibly blocked using multiple traps. Due to the decision tree design of the maze, the subjects had to plan their actions depending on the trap configuration up to two steps ahead to successfully retrieve the reward. We found that (1) our measure of planning was negatively correlated with age in nonhuman apes, (2) younger apes as well as 5-year-old children planned their moves up to two steps ahead whereas 4-year-olds were limited to plan one step ahead, and (3) similar performance but different underlying limitations between apes and children. Namely, while all species of nonhuman apes were limited by a lack of motor control, human children exhibited a shortage in shifting their attention across a sequence of subgoals."
"volter2015exploitation",2015,"cooperation, exploitation, great apes, orang-utan, primate cognition, social tool use","Völter, C. J., Rossano, F., & Call, J. (2015). From exploitation to cooperation: Social tool use in orang-utan mother–offspring dyads. Animal Behaviour, 100, 126-134. doi:10.1016/j.anbehav.2014.11.025.","Social manipulation represents an important aspect of human social interactions, including cooperative ones. Yet, little is known about social manipulation of conspecifics in nonhuman great apes. We investigated how orang-utan, Pongo abelii, mothers used their offspring as a means to access food in competitive and cooperative test situations. In the competitive situations, only the offspring could retrieve high-value food rewards. Here, orang-utan mothers often stole the food from their offspring and even coerced them into retrieving it to begin with, by moving the offspring to the test site, guiding their arms and bodies towards the food, and even reorienting their hands so that they would grab the food. However, modifying the task constraints so that mothers were now required to cooperate with their offspring to obtain the food changed the mothers' behaviour completely. Suddenly, mothers cooperated with their offspring by handing them tools that only their offspring could use to activate a mechanism delivering food for both of them. We conclude that orang-utans, like humans, are able to flexibly use conspecifics as a social tool and that this kind of social tool use supports their ability to cooperate."
"volter2016great",2016,"Primate cognition, Observational causal learning, Problem solving, Blicket detector, Comparative cognition","Völter, C. J., Sentís, I., & Call, J. (2016). Great apes and children infer causal relations from patterns of variation and covariation. Cognition, 155, 30-43. doi:10.1016/j.cognition.2016.06.009.","We investigated whether nonhuman great apes (N = 23), 2.5-year-old (N = 20), and 3-year-old children (N = 40) infer causal relations from patterns of variation and covariation by adapting the blicket detector paradigm for apes. We presented chimpanzees (Pan troglodytes), bonobos (Pan paniscus), orangutans (Pongo abelii), gorillas (Gorilla gorilla), and children (Homo sapiens) with a novel reward dispenser, the blicket detector. The detector was activated by inserting specific (yet randomly determined) objects, the so-called blickets. Once activated a reward was released, accompanied by lights and a short tone. Participants were shown different patterns of variation and covariation between two different objects and the activation of the detector. When subsequently choosing between one of the two objects to activate the detector on their own all species, except gorillas (who failed the training), took these patterns of correlation into account. In particular, apes and 2.5-year-old children ignored objects whose effect on the detector completely depended on the presence of another object. Follow-up experiments explored whether the apes and children were also able to re-evaluate evidence retrospectively. Only children (3-year-olds in particular) were able to make such retrospective inferences about causal structures from observing the effects of the experimenter’s actions. Apes succeeded here only when they observed the effects of their own interventions. Together, this study provides evidence that apes, like young children, accurately infer causal structures from patterns of (co)variation and that they use this information to inform their own interventions."
"volter2018intuitive",2018,"Primate cognition, Causal cognition, Intuitive physics, Problem solving, Appearance-reality discrimination, Secondary representations","Völter, C. J., & Call, J. (2018). Intuitive optics: What great apes infer from mirrors and shadows. Animal Cognition, 21(4), 493-512. doi:10.1007/s10071-018-1184-0.","There is ongoing debate about the extent to which nonhuman animals, like humans, can go beyond first-order perceptual information to abstract structural information from their environment. To provide more empirical evidence regarding this question, we examined what type of information great apes (chimpanzees, bonobos, and orangutans) gain from optical effects such as shadows and mirror images. In an initial experiment, we investigated whether apes would use mirror images and shadows to locate hidden food. We found that all examined ape species used these cues to find the food. Follow-up experiments showed that apes neither confused these optical effects with the food rewards nor did they merely associate cues with food. First, naïve chimpanzees used the shadow of the hidden food to locate it but they did not learn within the same number of trials to use a perceptually similar rubber patch as indicator of the hidden food reward. Second, apes made use of the mirror images to estimate the distance of the hidden food from their own body. Depending on the distance, apes either pointed into the direction of the food or tried to access the hidden food directly. Third, apes showed some sensitivity to the geometrical relation between mirror orientation and mirrored objects when searching hidden food. Fourth, apes tended to interpret mirror images and pictures of these mirror images differently depending on their prior knowledge. Together, these findings suggest that apes are sensitive to the optical relation between mirror images and shadows and their physical referents."
